Date,LBMA/GOLD usd (pm)
"1982-12-29",460.5
"1982-12-30",456.9
"1982-12-31",null
"1983-01-04",449.5
"1983-01-05",454
"1983-01-06",454.5
"1983-01-07",465
"1983-01-10",474
"1983-01-11",484.5
"1983-01-12",480.5
"1983-01-13",488.25
"1983-01-14",483.25
"1983-01-17",498.5
"1983-01-18",485
"1983-01-19",495.5
"1983-01-20",487.25
"1983-01-21",485
"1983-01-24",476
"1983-01-25",488.75
"1983-01-26",486.5
"1983-01-27",496.5
"1983-01-28",493.75
"1983-01-31",499.5
"1983-02-01",508.5
"1983-02-02",498.25
"1983-02-03",503.5
"1983-02-04",498.5
"1983-02-07",490.25
"1983-02-08",497.25
"1983-02-09",492.25
"1983-02-10",496
"1983-02-11",504.5
"1983-02-14",500.5
"1983-02-15",509.25
"1983-02-16",508.5
"1983-02-17",504.75
"1983-02-18",503.5
"1983-02-21",504.5
"1983-02-22",485.5
"1983-02-23",470.25
"1983-02-24",475
"1983-02-25",464.75
"1983-02-28",408.5
"1983-03-01",414
"1983-03-02",430
"1983-03-03",429.5
"1983-03-04",412.5
"1983-03-07",420.75
"1983-03-08",417.5
"1983-03-09",426
"1983-03-10",434.75
"1983-03-11",420.5
"1983-03-14",428.5
"1983-03-15",434.5
"1983-03-16",419
"1983-03-17",416.5
"1983-03-18",421.75
"1983-03-21",414.5
"1983-03-22",421.25
"1983-03-23",410
"1983-03-24",415.5
"1983-03-25",411.75
"1983-03-28",408.75
"1983-03-29",412.75
"1983-03-30",418
"1983-03-31",414.75
"1983-04-05",426.75
"1983-04-06",428.5
"1983-04-07",425.75
"1983-04-08",421.25
"1983-04-11",426.75
"1983-04-12",432.75
"1983-04-13",429.25
"1983-04-14",435.5
"1983-04-15",436.5
"1983-04-18",443
"1983-04-19",439.5
"1983-04-20",433.75
"1983-04-21",439.5
"1983-04-22",437
"1983-04-25",441.5
"1983-04-26",435.5
"1983-04-27",434.25
"1983-04-28",428.5
"1983-04-29",429.25
"1983-05-03",433.5
"1983-05-04",432.75
"1983-05-05",433.75
"1983-05-06",431.25
"1983-05-09",434
"1983-05-10",443.75
"1983-05-11",443
"1983-05-12",439.75
"1983-05-13",441.25
"1983-05-16",436.25
"1983-05-17",440.75
"1983-05-18",442.75
"1983-05-19",442.6
"1983-05-20",438.75
"1983-05-23",432.75
"1983-05-24",436.8
"1983-05-25",441.75
"1983-05-26",440
"1983-05-27",437.25
"1983-05-31",437.5
"1983-06-01",410
"1983-06-02",412.5
"1983-06-03",411.5
"1983-06-06",407.75
"1983-06-07",400.25
"1983-06-08",403
"1983-06-09",407.75
"1983-06-10",411.25
"1983-06-13",413
"1983-06-14",407.9
"1983-06-15",408.25
"1983-06-16",412.5
"1983-06-17",415.5
"1983-06-20",415.75
"1983-06-21",414.75
"1983-06-22",420.5
"1983-06-23",420.5
"1983-06-24",423.5
"1983-06-27",419.5
"1983-06-28",416
"1983-06-29",414.85
"1983-06-30",416
"1983-07-01",416.25
"1983-07-04",416
"1983-07-05",410.75
"1983-07-06",411.65
"1983-07-07",412.25
"1983-07-08",426
"1983-07-11",430.5
"1983-07-12",429
"1983-07-13",427.25
"1983-07-14",426.25
"1983-07-15",422.25
"1983-07-18",422.4
"1983-07-19",423.75
"1983-07-20",428.25
"1983-07-21",429.75
"1983-07-22",423.5
"1983-07-25",422
"1983-07-26",425.5
"1983-07-27",426.25
"1983-07-28",425.5
"1983-07-29",422
"1983-08-01",411.25
"1983-08-02",414.25
"1983-08-03",411
"1983-08-04",414
"1983-08-05",409.75
"1983-08-08",408.5
"1983-08-09",413
"1983-08-10",408.25
"1983-08-11",411.75
"1983-08-12",412.45
"1983-08-15",416
"1983-08-16",420.5
"1983-08-17",422.5
"1983-08-18",421.5
"1983-08-19",417.75
"1983-08-22",421.75
"1983-08-23",426.4
"1983-08-24",424
"1983-08-25",423.25
"1983-08-26",417
"1983-08-30",418.1
"1983-08-31",414.25
"1983-09-01",416.6
"1983-09-02",417.5
"1983-09-05",419.1
"1983-09-06",418.25
"1983-09-07",413.25
"1983-09-08",414
"1983-09-09",414.75
"1983-09-12",415.75
"1983-09-13",406.75
"1983-09-14",401.75
"1983-09-15",405.25
"1983-09-16",405.5
"1983-09-19",412.25
"1983-09-20",412.35
"1983-09-21",411.25
"1983-09-22",407.75
"1983-09-23",413
"1983-09-26",415
"1983-09-27",412.25
"1983-09-28",413.6
"1983-09-29",408.75
"1983-09-30",405
"1983-10-03",389
"1983-10-04",393.5
"1983-10-05",389.5
"1983-10-06",394
"1983-10-07",397.4
"1983-10-10",401
"1983-10-11",399
"1983-10-12",394.75
"1983-10-13",398.65
"1983-10-14",398.75
"1983-10-17",395
"1983-10-18",397.25
"1983-10-19",394
"1983-10-20",389.75
"1983-10-21",394.25
"1983-10-24",394.5
"1983-10-25",398
"1983-10-26",392.6
"1983-10-27",384.5
"1983-10-28",387.75
"1983-10-31",382
"1983-11-01",377.75
"1983-11-02",383
"1983-11-03",377.75
"1983-11-04",381
"1983-11-07",379
"1983-11-08",382.25
"1983-11-09",383
"1983-11-10",381.8
"1983-11-11",382
"1983-11-14",382.6
"1983-11-15",383.25
"1983-11-16",383.25
"1983-11-17",375.75
"1983-11-18",375.25
"1983-11-21",374.25
"1983-11-22",376.5
"1983-11-23",375.75
"1983-11-24",375.5
"1983-11-25",376.1
"1983-11-28",394.25
"1983-11-29",391.5
"1983-11-30",405
"1983-12-01",399.25
"1983-12-02",400.75
"1983-12-05",397.25
"1983-12-06",397
"1983-12-07",399.75
"1983-12-08",401
"1983-12-09",388.75
"1983-12-12",391.25
"1983-12-13",389.2
"1983-12-14",389
"1983-12-15",388.75
"1983-12-16",377.25
"1983-12-19",375
"1983-12-20",378.1
"1983-12-21",378.6
"1983-12-22",378.9
"1983-12-23",null
"1983-12-28",378
"1983-12-29",382.4
"1983-12-30",null
"1984-01-03",383
"1984-01-04",374
"1984-01-05",375.25
"1984-01-06",375.25
"1984-01-09",365.25
"1984-01-10",371.25
"1984-01-11",367.75
"1984-01-12",368.5
"1984-01-13",373.25
"1984-01-16",369.1
"1984-01-17",367.75
"1984-01-18",368.75
"1984-01-19",374.75
"1984-01-20",371.25
"1984-01-23",371.35
"1984-01-24",365.1
"1984-01-25",366.5
"1984-01-26",367
"1984-01-27",370
"1984-01-30",369.85
"1984-01-31",373.75
"1984-02-01",378.15
"1984-02-02",383.25
"1984-02-03",383.1
"1984-02-06",380.8
"1984-02-07",379.75
"1984-02-08",386.25
"1984-02-09",383
"1984-02-10",377.65
"1984-02-13",376.85
"1984-02-14",376
"1984-02-15",383
"1984-02-16",383.9
"1984-02-17",382.15
"1984-02-20",385.25
"1984-02-21",389
"1984-02-22",395.25
"1984-02-23",398.25
"1984-02-24",395.75
"1984-02-27",393.5
"1984-02-28",399.25
"1984-02-29",394.25
"1984-03-01",392.75
"1984-03-02",399
"1984-03-05",405.85
"1984-03-06",402.5
"1984-03-07",398.75
"1984-03-08",397.25
"1984-03-09",399.9
"1984-03-12",395.75
"1984-03-13",397.25
"1984-03-14",399.75
"1984-03-15",394.5
"1984-03-16",392.75
"1984-03-19",393.6
"1984-03-20",393.85
"1984-03-21",392.35
"1984-03-22",389.35
"1984-03-23",387.9
"1984-03-26",387.4
"1984-03-27",388.85
"1984-03-28",385.75
"1984-03-29",390.25
"1984-03-30",388.5
"1984-04-02",387.2
"1984-04-03",380.4
"1984-04-04",381.25
"1984-04-05",381.2
"1984-04-06",380.25
"1984-04-09",382.4
"1984-04-10",381.35
"1984-04-11",384.5
"1984-04-12",381.9
"1984-04-13",379.25
"1984-04-16",380.1
"1984-04-17",380.2
"1984-04-18",380.52
"1984-04-19",384.9
"1984-04-24",383.25
"1984-04-25",382.3
"1984-04-26",379.9
"1984-04-27",379.25
"1984-04-30",375.8
"1984-05-01",376.5
"1984-05-02",377.35
"1984-05-03",378.5
"1984-05-04",376.7
"1984-05-08",371.5
"1984-05-09",372.6
"1984-05-10",371.75
"1984-05-11",372.5
"1984-05-14",372.55
"1984-05-15",373.25
"1984-05-16",375.25
"1984-05-17",376.5
"1984-05-18",375.6
"1984-05-21",380.75
"1984-05-22",379.5
"1984-05-23",378.55
"1984-05-24",375.65
"1984-05-25",384.2
"1984-05-29",385.6
"1984-05-30",386.4
"1984-05-31",384.25
"1984-06-01",393.75
"1984-06-04",391
"1984-06-05",393.75
"1984-06-06",391.65
"1984-06-07",392.2
"1984-06-08",386
"1984-06-11",382.5
"1984-06-12",375
"1984-06-13",374
"1984-06-14",375.6
"1984-06-15",368
"1984-06-18",367.9
"1984-06-19",370.6
"1984-06-20",370
"1984-06-21",370.75
"1984-06-22",374.25
"1984-06-25",369.25
"1984-06-26",369.5
"1984-06-27",369.32
"1984-06-28",372.9
"1984-06-29",373.05
"1984-07-02",370
"1984-07-03",368.35
"1984-07-04",369
"1984-07-05",364.8
"1984-07-06",353.25
"1984-07-09",338.5
"1984-07-10",344.25
"1984-07-11",339.25
"1984-07-12",341.15
"1984-07-13",345
"1984-07-16",350.1
"1984-07-17",347.15
"1984-07-18",345.75
"1984-07-19",350.2
"1984-07-20",342
"1984-07-23",335
"1984-07-24",338.5
"1984-07-25",341.75
"1984-07-26",344.2
"1984-07-27",335.25
"1984-07-30",338.5
"1984-07-31",342.35
"1984-08-01",339
"1984-08-02",344
"1984-08-03",349.25
"1984-08-06",349.25
"1984-08-07",342
"1984-08-08",344.5
"1984-08-09",344.25
"1984-08-10",346.75
"1984-08-13",343.5
"1984-08-14",354
"1984-08-15",350.9
"1984-08-16",352.25
"1984-08-17",352
"1984-08-20",349.3
"1984-08-21",346
"1984-08-22",345
"1984-08-23",351.25
"1984-08-24",350
"1984-08-28",349.75
"1984-08-29",350.5
"1984-08-30",347.25
"1984-08-31",348.25
"1984-09-03",344.5
"1984-09-04",341.2
"1984-09-05",338.25
"1984-09-06",340.5
"1984-09-07",339.75
"1984-09-10",338.45
"1984-09-11",340.3
"1984-09-12",338.5
"1984-09-13",336.85
"1984-09-14",341.45
"1984-09-17",335.25
"1984-09-18",336.75
"1984-09-19",340
"1984-09-20",338.75
"1984-09-21",343.5
"1984-09-24",347.75
"1984-09-25",345
"1984-09-26",346.1
"1984-09-27",345.25
"1984-09-28",343.75
"1984-10-01",345.4
"1984-10-02",345.25
"1984-10-03",348.5
"1984-10-04",346.25
"1984-10-05",343.8
"1984-10-08",341.6
"1984-10-09",341
"1984-10-10",337.75
"1984-10-11",338.1
"1984-10-12",338.9
"1984-10-15",338.65
"1984-10-16",339.5
"1984-10-17",340.55
"1984-10-18",339.5
"1984-10-19",339.5
"1984-10-22",338.4
"1984-10-23",340
"1984-10-24",340
"1984-10-25",338.5
"1984-10-26",337.6
"1984-10-29",336.25
"1984-10-30",335.5
"1984-10-31",333.5
"1984-11-01",333.8
"1984-11-02",343.1
"1984-11-05",342.45
"1984-11-06",346.1
"1984-11-07",347.6
"1984-11-08",347.1
"1984-11-09",346.8
"1984-11-12",345.75
"1984-11-13",350.45
"1984-11-14",345.8
"1984-11-15",343.75
"1984-11-16",345
"1984-11-19",343.4
"1984-11-20",342.65
"1984-11-21",340.3
"1984-11-22",341.95
"1984-11-23",341.5
"1984-11-26",336.9
"1984-11-27",332.9
"1984-11-28",329
"1984-11-29",330.6
"1984-11-30",329
"1984-12-03",329.5
"1984-12-04",332
"1984-12-05",329.9
"1984-12-06",330.75
"1984-12-07",327
"1984-12-10",326.25
"1984-12-11",326.75
"1984-12-12",324.5
"1984-12-13",324.25
"1984-12-14",322.5
"1984-12-17",315
"1984-12-18",309
"1984-12-19",309.3
"1984-12-20",307.5
"1984-12-21",311
"1984-12-27",null
"1984-12-28",309.2
"1984-12-31",308.3
"1985-01-02",305.5
"1985-01-03",302.3
"1985-01-04",303.15
"1985-01-07",298.25
"1985-01-08",302
"1985-01-09",300.5
"1985-01-10",303.8
"1985-01-11",304.25
"1985-01-14",299
"1985-01-15",301.8
"1985-01-16",302.7
"1985-01-17",305.5
"1985-01-18",308
"1985-01-21",307.25
"1985-01-22",306.9
"1985-01-23",300.25
"1985-01-24",300.85
"1985-01-25",298.85
"1985-01-28",297.75
"1985-01-29",303.25
"1985-01-30",302.9
"1985-01-31",306.65
"1985-02-01",303.6
"1985-02-04",301.25
"1985-02-05",302.05
"1985-02-06",302.85
"1985-02-07",301.65
"1985-02-08",299.8
"1985-02-11",300.15
"1985-02-12",302.5
"1985-02-13",303.2
"1985-02-14",304.15
"1985-02-15",304
"1985-02-18",304.5
"1985-02-19",302.6
"1985-02-20",302.9
"1985-02-21",299.85
"1985-02-22",298.4
"1985-02-25",284.25
"1985-02-26",285.75
"1985-02-27",290.8
"1985-02-28",287.75
"1985-03-01",287.25
"1985-03-04",288.65
"1985-03-05",287.9
"1985-03-06",287.4
"1985-03-07",289.6
"1985-03-08",291
"1985-03-11",291
"1985-03-12",288.45
"1985-03-13",290.25
"1985-03-14",290.75
"1985-03-15",292.7
"1985-03-18",298.85
"1985-03-19",316.75
"1985-03-20",324
"1985-03-21",318.5
"1985-03-22",315.5
"1985-03-25",314.6
"1985-03-26",323.75
"1985-03-27",330.4
"1985-03-28",326.25
"1985-03-29",329.25
"1985-04-01",321.1
"1985-04-02",318.75
"1985-04-03",321.25
"1985-04-04",316.75
"1985-04-09",323.1
"1985-04-10",327.25
"1985-04-11",332.25
"1985-04-12",329.9
"1985-04-15",334.25
"1985-04-16",330.5
"1985-04-17",327.35
"1985-04-18",329.75
"1985-04-19",327
"1985-04-22",327.75
"1985-04-23",326.65
"1985-04-24",322
"1985-04-25",322.5
"1985-04-26",323.5
"1985-04-29",322.5
"1985-04-30",321.35
"1985-05-01",312.5
"1985-05-02",313.25
"1985-05-03",312.75
"1985-05-07",313.5
"1985-05-08",312.85
"1985-05-09",315.1
"1985-05-10",314.5
"1985-05-13",321
"1985-05-14",326.5
"1985-05-15",322.75
"1985-05-16",320.1
"1985-05-17",322.5
"1985-05-20",323.3
"1985-05-21",314.9
"1985-05-22",316.25
"1985-05-23",315.4
"1985-05-24",314.7
"1985-05-28",311.25
"1985-05-29",312
"1985-05-30",314.6
"1985-05-31",314
"1985-06-03",318.1
"1985-06-04",315.65
"1985-06-05",314.2
"1985-06-06",314.8
"1985-06-07",314.3
"1985-06-10",312
"1985-06-11",315
"1985-06-12",314.5
"1985-06-13",313.75
"1985-06-14",318.25
"1985-06-17",318.9
"1985-06-18",323.75
"1985-06-19",325.4
"1985-06-20",318.1
"1985-06-21",313.45
"1985-06-24",314.65
"1985-06-25",315.5
"1985-06-26",316.75
"1985-06-27",315
"1985-06-28",317.75
"1985-07-01",313.9
"1985-07-02",308.25
"1985-07-03",310.35
"1985-07-04",310.55
"1985-07-05",311.6
"1985-07-08",309.25
"1985-07-09",314.85
"1985-07-10",314.85
"1985-07-11",313.55
"1985-07-12",315.65
"1985-07-15",315.85
"1985-07-16",321.75
"1985-07-17",325.6
"1985-07-18",320
"1985-07-19",318.9
"1985-07-22",317.25
"1985-07-23",322.5
"1985-07-24",317.75
"1985-07-25",317.4
"1985-07-26",316.95
"1985-07-29",326.5
"1985-07-30",325.25
"1985-07-31",327.5
"1985-08-01",322.1
"1985-08-02",320.5
"1985-08-05",323.75
"1985-08-06",319.8
"1985-08-07",321.15
"1985-08-08",322.5
"1985-08-09",321.65
"1985-08-12",326.65
"1985-08-13",326.5
"1985-08-14",326
"1985-08-15",331.1
"1985-08-16",335.35
"1985-08-19",340.9
"1985-08-20",334.15
"1985-08-21",335.9
"1985-08-22",335.5
"1985-08-23",334.85
"1985-08-27",336
"1985-08-28",340.9
"1985-08-29",337
"1985-08-30",333.25
"1985-09-02",334.65
"1985-09-03",328.2
"1985-09-04",326
"1985-09-05",325.75
"1985-09-06",317.4
"1985-09-09",319.35
"1985-09-10",321.65
"1985-09-11",320.75
"1985-09-12",319.25
"1985-09-13",321.3
"1985-09-16",319.3
"1985-09-17",317.6
"1985-09-18",316.25
"1985-09-19",316.3
"1985-09-20",319.15
"1985-09-23",327.45
"1985-09-24",327.9
"1985-09-25",328.5
"1985-09-26",329.25
"1985-09-27",328.6
"1985-09-30",325.75
"1985-10-01",322.25
"1985-10-02",324.95
"1985-10-03",324.9
"1985-10-04",328
"1985-10-07",325.75
"1985-10-08",326.35
"1985-10-09",326.55
"1985-10-10",325.5
"1985-10-11",325.6
"1985-10-14",326.65
"1985-10-15",327
"1985-10-16",323.65
"1985-10-17",325.5
"1985-10-18",326.25
"1985-10-21",326.15
"1985-10-22",327.75
"1985-10-23",325.9
"1985-10-24",326.2
"1985-10-25",325.4
"1985-10-28",326.5
"1985-10-29",326.3
"1985-10-30",326.2
"1985-10-31",325.1
"1985-11-01",323.5
"1985-11-04",325.35
"1985-11-05",324.6
"1985-11-06",324.4
"1985-11-07",323
"1985-11-08",321.95
"1985-11-11",323.1
"1985-11-12",323.1
"1985-11-13",324.5
"1985-11-14",325.3
"1985-11-15",325.4
"1985-11-18",323.5
"1985-11-19",324.35
"1985-11-20",325.65
"1985-11-21",325.8
"1985-11-22",326.5
"1985-11-25",330.2
"1985-11-26",331.25
"1985-11-27",328.15
"1985-11-28",326.3
"1985-11-29",325.3
"1985-12-02",321.5
"1985-12-03",322.6
"1985-12-04",324.2
"1985-12-05",322.8
"1985-12-06",322.3
"1985-12-09",317.4
"1985-12-10",317
"1985-12-11",315.5
"1985-12-12",317.5
"1985-12-13",317.75
"1985-12-16",318.6
"1985-12-17",321.15
"1985-12-18",320.05
"1985-12-19",325.8
"1985-12-20",325.55
"1985-12-23",327.6
"1985-12-24",324.85
"1985-12-27",326.85
"1985-12-30",326.8
"1985-12-31",null
"1986-01-02",326.3
"1986-01-03",326.75
"1986-01-06",328
"1986-01-07",330
"1986-01-08",332.6
"1986-01-09",333.5
"1986-01-10",340.45
"1986-01-13",339.4
"1986-01-14",341
"1986-01-15",346.75
"1986-01-16",363
"1986-01-17",352.6
"1986-01-20",351
"1986-01-21",356.5
"1986-01-22",353
"1986-01-23",350.3
"1986-01-24",354
"1986-01-27",358.4
"1986-01-28",353
"1986-01-29",353.25
"1986-01-30",358
"1986-01-31",350.5
"1986-02-03",347.3
"1986-02-04",338.6
"1986-02-05",337.3
"1986-02-06",337.1
"1986-02-07",337.2
"1986-02-10",340.15
"1986-02-11",335.8
"1986-02-12",337.25
"1986-02-13",334
"1986-02-14",331.35
"1986-02-17",333
"1986-02-18",337.25
"1986-02-19",341.4
"1986-02-20",337.1
"1986-02-21",338
"1986-02-24",341.8
"1986-02-25",352.4
"1986-02-26",345.75
"1986-02-27",336.9
"1986-02-28",338.15
"1986-03-03",335.6
"1986-03-04",337.15
"1986-03-05",341.5
"1986-03-06",344.5
"1986-03-07",343.35
"1986-03-10",340.25
"1986-03-11",342.9
"1986-03-12",343.85
"1986-03-13",349.6
"1986-03-14",348
"1986-03-17",349.9
"1986-03-18",351.15
"1986-03-19",346.75
"1986-03-20",350.65
"1986-03-21",352.9
"1986-03-24",350.2
"1986-03-25",351.75
"1986-03-26",344.3
"1986-03-27",344
"1986-04-01",333.1
"1986-04-02",335.5
"1986-04-03",334.75
"1986-04-04",334.5
"1986-04-07",337.65
"1986-04-08",339.4
"1986-04-09",337.85
"1986-04-10",337.7
"1986-04-11",341.95
"1986-04-14",341.6
"1986-04-15",341.75
"1986-04-16",339
"1986-04-17",339.9
"1986-04-18",342.75
"1986-04-21",341.4
"1986-04-22",344.1
"1986-04-23",346.2
"1986-04-24",344.75
"1986-04-25",344.45
"1986-04-28",343.15
"1986-04-29",342.45
"1986-04-30",345.75
"1986-05-01",345.1
"1986-05-02",341.6
"1986-05-06",340.4
"1986-05-07",342.45
"1986-05-08",345.25
"1986-05-09",345.35
"1986-05-12",345.2
"1986-05-13",343.7
"1986-05-14",342.45
"1986-05-15",342
"1986-05-16",343
"1986-05-19",340.8
"1986-05-20",338.7
"1986-05-21",338.9
"1986-05-22",340.45
"1986-05-23",341.1
"1986-05-27",341.5
"1986-05-28",343.75
"1986-05-29",342.7
"1986-05-30",343.2
"1986-06-02",341.85
"1986-06-03",342.2
"1986-06-04",340.75
"1986-06-05",341.75
"1986-06-06",341.65
"1986-06-09",341.8
"1986-06-10",347.7
"1986-06-11",347.4
"1986-06-12",348.35
"1986-06-13",346.2
"1986-06-16",339.3
"1986-06-17",336.75
"1986-06-18",339.15
"1986-06-19",339.2
"1986-06-20",339.65
"1986-06-23",341.05
"1986-06-24",342
"1986-06-25",344.15
"1986-06-26",344.9
"1986-06-27",344.5
"1986-06-30",346.75
"1986-07-01",345.1
"1986-07-02",342.3
"1986-07-03",343.85
"1986-07-04",343.8
"1986-07-07",344.85
"1986-07-08",347.85
"1986-07-09",348.1
"1986-07-10",346.8
"1986-07-11",348.1
"1986-07-14",345.75
"1986-07-15",346
"1986-07-16",347.6
"1986-07-17",347
"1986-07-18",347.9
"1986-07-21",353.95
"1986-07-22",353.5
"1986-07-23",347.25
"1986-07-24",348.65
"1986-07-25",349.4
"1986-07-28",353.6
"1986-07-29",351.25
"1986-07-30",351.65
"1986-07-31",357.5
"1986-08-01",361
"1986-08-04",359.8
"1986-08-05",358.5
"1986-08-06",362.4
"1986-08-07",361.8
"1986-08-08",368.8
"1986-08-11",388
"1986-08-12",384
"1986-08-13",388
"1986-08-14",385.25
"1986-08-15",385.1
"1986-08-18",377.25
"1986-08-19",374.4
"1986-08-20",378
"1986-08-21",380.75
"1986-08-22",386.25
"1986-08-26",381.1
"1986-08-27",380.1
"1986-08-28",386.7
"1986-08-29",384.7
"1986-09-01",391.75
"1986-09-02",393.25
"1986-09-03",405
"1986-09-04",405.5
"1986-09-05",420.8
"1986-09-08",418.6
"1986-09-09",409.25
"1986-09-10",418.5
"1986-09-11",402
"1986-09-12",419.5
"1986-09-15",413
"1986-09-16",417.25
"1986-09-17",413.2
"1986-09-18",417.85
"1986-09-19",430
"1986-09-22",435.5
"1986-09-23",435
"1986-09-24",431.5
"1986-09-25",429.4
"1986-09-26",433
"1986-09-29",427
"1986-09-30",423.2
"1986-10-01",425
"1986-10-02",431.3
"1986-10-03",436
"1986-10-06",436.9
"1986-10-07",436
"1986-10-08",438.1
"1986-10-09",435.75
"1986-10-10",430.75
"1986-10-13",432.6
"1986-10-14",428.8
"1986-10-15",422
"1986-10-16",425.5
"1986-10-17",419.25
"1986-10-20",425
"1986-10-21",425.1
"1986-10-22",425
"1986-10-23",423.4
"1986-10-24",410.5
"1986-10-27",409.75
"1986-10-28",410.7
"1986-10-29",405.8
"1986-10-30",406.5
"1986-10-31",401
"1986-11-03",406.2
"1986-11-04",408
"1986-11-05",405.25
"1986-11-06",408.55
"1986-11-07",408.2
"1986-11-10",410.75
"1986-11-11",406
"1986-11-12",407
"1986-11-13",407.5
"1986-11-14",408.25
"1986-11-17",392.5
"1986-11-18",391
"1986-11-19",393.4
"1986-11-20",389.35
"1986-11-21",388.2
"1986-11-24",380.5
"1986-11-25",383.75
"1986-11-26",383.6
"1986-11-27",383.5
"1986-11-28",389.5
"1986-12-01",395.55
"1986-12-02",389.5
"1986-12-03",389.75
"1986-12-04",389.25
"1986-12-05",388.5
"1986-12-08",389.6
"1986-12-09",386.8
"1986-12-10",391.5
"1986-12-11",388.4
"1986-12-12",391.5
"1986-12-15",394.3
"1986-12-16",393.1
"1986-12-17",392
"1986-12-18",390.75
"1986-12-19",394.8
"1986-12-22",394.15
"1986-12-23",389.2
"1986-12-24",null
"1986-12-29",390.1
"1986-12-30",388.75
"1986-12-31",null
"1987-01-02",403.5
"1987-01-05",398.95
"1987-01-06",401.7
"1987-01-07",400.4
"1987-01-08",402.65
"1987-01-09",402
"1987-01-12",411.1
"1987-01-13",409
"1987-01-14",415.1
"1987-01-15",416.25
"1987-01-16",415.7
"1987-01-19",422.25
"1987-01-20",415.75
"1987-01-21",407.2
"1987-01-22",410.45
"1987-01-23",400
"1987-01-26",406
"1987-01-27",411.5
"1987-01-28",413.75
"1987-01-29",409.7
"1987-01-30",400.5
"1987-02-02",406.75
"1987-02-03",404
"1987-02-04",402.8
"1987-02-05",398.9
"1987-02-06",402.6
"1987-02-09",405.9
"1987-02-10",402.85
"1987-02-11",403
"1987-02-12",402.3
"1987-02-13",397.35
"1987-02-16",397.25
"1987-02-17",397.25
"1987-02-18",390
"1987-02-19",393.35
"1987-02-20",399.75
"1987-02-23",403.2
"1987-02-24",399.3
"1987-02-25",405.8
"1987-02-26",404.1
"1987-02-27",405.85
"1987-03-02",404.25
"1987-03-03",403.8
"1987-03-04",406.55
"1987-03-05",410.75
"1987-03-06",406.3
"1987-03-09",405
"1987-03-10",405.6
"1987-03-11",407.2
"1987-03-12",409.9
"1987-03-13",408.5
"1987-03-16",405.3
"1987-03-17",406.35
"1987-03-18",404.35
"1987-03-19",404.45
"1987-03-20",404.45
"1987-03-23",408.3
"1987-03-24",409
"1987-03-25",413.7
"1987-03-26",411
"1987-03-27",416.35
"1987-03-30",424
"1987-03-31",421
"1987-04-01",418.75
"1987-04-02",418.7
"1987-04-03",418.7
"1987-04-06",421.45
"1987-04-07",418.5
"1987-04-08",420.5
"1987-04-09",421
"1987-04-10",431.6
"1987-04-13",435.9
"1987-04-14",442.4
"1987-04-15",444.1
"1987-04-16",437.75
"1987-04-21",449.5
"1987-04-22",445.5
"1987-04-23",450.5
"1987-04-24",462.2
"1987-04-27",474.75
"1987-04-28",453
"1987-04-29",449
"1987-04-30",453.25
"1987-05-01",456.75
"1987-05-05",459.25
"1987-05-06",456.25
"1987-05-07",456.25
"1987-05-08",453
"1987-05-11",453
"1987-05-12",460.7
"1987-05-13",460.5
"1987-05-14",461.05
"1987-05-15",469.9
"1987-05-18",473.25
"1987-05-19",471.1
"1987-05-20",475.25
"1987-05-21",469.1
"1987-05-22",466.5
"1987-05-26",449
"1987-05-27",449.5
"1987-05-28",453.1
"1987-05-29",451
"1987-06-01",442.9
"1987-06-02",455
"1987-06-03",453
"1987-06-04",452.75
"1987-06-05",453.5
"1987-06-08",456.55
"1987-06-09",452.65
"1987-06-10",455.65
"1987-06-11",457
"1987-06-12",455.45
"1987-06-15",449.75
"1987-06-16",452.75
"1987-06-17",451.25
"1987-06-18",452.2
"1987-06-19",449
"1987-06-22",438
"1987-06-23",440.2
"1987-06-24",441.75
"1987-06-25",440.5
"1987-06-26",444.1
"1987-06-29",449.75
"1987-06-30",447.3
"1987-07-01",445.75
"1987-07-02",446.25
"1987-07-03",444.1
"1987-07-06",443.35
"1987-07-07",444.5
"1987-07-08",446.4
"1987-07-09",444.1
"1987-07-10",444.75
"1987-07-13",446.5
"1987-07-14",447
"1987-07-15",452.7
"1987-07-16",453.75
"1987-07-17",450.6
"1987-07-20",450.9
"1987-07-21",452.4
"1987-07-22",454.9
"1987-07-23",453.95
"1987-07-24",453.3
"1987-07-27",453.15
"1987-07-28",456.15
"1987-07-29",457.75
"1987-07-30",457.15
"1987-07-31",462.5
"1987-08-03",472.75
"1987-08-04",473.4
"1987-08-05",469.8
"1987-08-06",468.7
"1987-08-07",464.1
"1987-08-10",461.1
"1987-08-11",461.2
"1987-08-12",463.4
"1987-08-13",462.5
"1987-08-14",460
"1987-08-17",453.3
"1987-08-18",457.5
"1987-08-19",456.35
"1987-08-20",456.1
"1987-08-21",455.5
"1987-08-24",459.5
"1987-08-25",458
"1987-08-26",457.6
"1987-08-27",458.75
"1987-08-28",453.4
"1987-09-01",453.75
"1987-09-02",463.1
"1987-09-03",463.7
"1987-09-04",464.75
"1987-09-07",463.5
"1987-09-08",456.95
"1987-09-09",458.3
"1987-09-10",460.2
"1987-09-11",459.85
"1987-09-14",455.55
"1987-09-15",458.8
"1987-09-16",458.4
"1987-09-17",460.5
"1987-09-18",461.7
"1987-09-21",459.1
"1987-09-22",461.55
"1987-09-23",462.4
"1987-09-24",464
